func_id	pathway	enzyme
K14000	Protein processing in endoplasmic reticulum [PATH:ko04141]	ribosome-binding protein 1
K14001	Protein processing in endoplasmic reticulum [PATH:ko04141]	nucleotide exchange factor SIL1
K14002	Protein processing in endoplasmic reticulum [PATH:ko04141]	DnaJ-related protein SCJ1
K14003	Protein processing in endoplasmic reticulum [PATH:ko04141]	prolactin regulatory element-binding protein
K14004	mTOR signaling pathway [PATH:ko04150]	protein transport protein SEC13
K14005	Protein processing in endoplasmic reticulum [PATH:ko04141]	protein transport protein SEC31
K14006	Protein processing in endoplasmic reticulum [PATH:ko04141]	protein transport protein SEC23
K14007	Protein processing in endoplasmic reticulum [PATH:ko04141]	protein transport protein SEC24
K14008	Protein processing in endoplasmic reticulum [PATH:ko04141]	endoplasmic reticulum lectin 1
K14009	Protein processing in endoplasmic reticulum [PATH:ko04141]	B-cell receptor-associated protein 31
K14010	Protein processing in endoplasmic reticulum [PATH:ko04141]	translocating chain-associated membrane protein 1
K14011	Protein processing in endoplasmic reticulum [PATH:ko04141]	UBX domain-containing protein 6
K14012	Protein processing in endoplasmic reticulum [PATH:ko04141]	UBX domain-containing protein 1
K14015	Protein processing in endoplasmic reticulum [PATH:ko04141]	nuclear protein localization protein 4 homolog
K14016	Protein processing in endoplasmic reticulum [PATH:ko04141]	ubiquitin fusion degradation protein 1
K14018	Protein processing in endoplasmic reticulum [PATH:ko04141]	phospholipase A-2-activating protein
K14019	Protein processing in endoplasmic reticulum [PATH:ko04141]	protein phosphatase 1 regulatory subunit 15A
K14020	Protein processing in endoplasmic reticulum [PATH:ko04141]	wolfamin
K14022	Protein processing in endoplasmic reticulum [PATH:ko04141]	coupling of ubiquitin conjugation to ER degradation protein 1
K14026	Protein processing in endoplasmic reticulum [PATH:ko04141]	SEL1 protein
K14028	Chloroalkane and chloroalkene degradation [PATH:ko00625]	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
K14029	Chloroalkane and chloroalkene degradation [PATH:ko00625]	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
K14030	Apoptosis - fly [PATH:ko04214]	nuclear receptor subfamily 2 group B member 4
K14031	Other	Other
K14032	Other	Other
K14033	Other	Other
K14034	Apoptosis - fly [PATH:ko04214]	ecdysone receptor
K14035	Other	Other
K14038	Diterpenoid biosynthesis [PATH:ko00904]	"ent-pimara-8(14),15-diene synthase [EC:4.2.3.30]"
K14041	Diterpenoid biosynthesis [PATH:ko00904]	levopimaradiene/copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]
K14042	Diterpenoid biosynthesis [PATH:ko00904]	"isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]"
K14043	Diterpenoid biosynthesis [PATH:ko00904]	syn-copalyl-diphosphate synthase [EC:5.5.1.14]
K14047	Diterpenoid biosynthesis [PATH:ko00904]	"fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]"
K14048	Atrazine degradation [PATH:ko00791]	urease subunit gamma/beta [EC:3.5.1.5]
K14049	Other	Other
K14050	Other	Other
K14051	Biofilm formation - Escherichia coli [PATH:ko02026]	c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]
K14052	Other	Other
K14053	Other	Other
K14054	Other	Other
K14055	Other	Other
K14056	Other	Other
K14057	Other	Other
K14058	Other	Other
K14059	Other	Other
K14060	Other	Other
K14061	Other	Other
K14062	Other	Other
K14063	Other	Other
K14064	Other	Other
K14066	Terpenoid backbone biosynthesis [PATH:ko00900]	geranyl diphosphate synthase [EC:2.5.1.1]
K14067	Methane metabolism [PATH:ko00680]	malate-CoA ligase subunit beta [EC:6.2.1.9]
K14071	Other	Other
K14072	Other	Other
K14073	Glycerolipid metabolism [PATH:ko00561]	pancreatic triacylglycerol lipase [EC:3.1.1.3]
K14074	Glycerolipid metabolism [PATH:ko00561]	pancreatic lipase-related protein 1 [EC:3.1.1.3]
K14075	Glycerolipid metabolism [PATH:ko00561]	pancreatic lipase-related protein 2 [EC:3.1.1.3]
K14079	Other	Other
K14080	Methane metabolism [PATH:ko00680]	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]
K14083	Methane metabolism [PATH:ko00680]	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K14084	Methane metabolism [PATH:ko00680]	trimethylamine corrinoid protein
K14085	beta-Alanine metabolism [PATH:ko00410]	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K14087	Other	Other
K14108	Other	Other
K14126	Methane metabolism [PATH:ko00680]	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]
K14127	Methane metabolism [PATH:ko00680]	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]
K14128	Methane metabolism [PATH:ko00680]	F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]
K14131	Other	Other
K14136	Other	Other
K14137	Other	Other
K14138	Carbon fixation pathways in prokaryotes [PATH:ko00720]	acetyl-CoA synthase [EC:2.3.1.169]
K14145	Other	Other
K14152	Histidine metabolism [PATH:ko00340]	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]
K14153	Thiamine metabolism [PATH:ko00730]	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
K14154	Thiamine metabolism [PATH:ko00730]	thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]
K14155	Selenocompound metabolism [PATH:ko00450]	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
K14156	Glycerophospholipid metabolism [PATH:ko00564]	choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
K14157	Lysine degradation [PATH:ko00310]	alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
K14158	Other	Other
K14159	Homologous recombination [PATH:ko03440]	ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]
K14160	Other	Other
K14161	Other	Other
K14162	Other	Other
K14163	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15]
K14164	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	glycyl-tRNA synthetase [EC:6.1.1.14]
K14165	Other	Other
K14166	Other	Other
K14168	Sulfur relay system [PATH:ko04122]	cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]
K14169	Sulfur relay system [PATH:ko04122]	cytoplasmic tRNA 2-thiolation protein 2
K14170	"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
K14171	Sulfur relay system [PATH:ko04122]	alkyl hydroperoxide reductase 1 [EC:1.11.1.15]
K14172	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 7
K14173	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	alpha-farnesene synthase [EC:4.2.3.46]
K14174	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	beta-farnesene/exo-alpha-bergamotene synthase [EC:4.2.3.47 4.2.3.81]
K14175	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	"(3S,6E)-nerolidol synthase [EC:4.2.3.48]"
K14180	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	aristolochene synthase [EC:4.2.3.9]
K14181	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	valencene/7-epi-alpha-selinene synthase [EC:4.2.3.73 4.2.3.86]
K14182	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	vetispiradiene synthase [EC:4.2.3.21]
K14183	Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	(+)-delta-cadinene synthase [EC:4.2.3.13]
K14187	Novobiocin biosynthesis [PATH:ko00401]	chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]
K14188	Two-component system [PATH:ko02020]	D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
K14189	Other	Other
K14190	Ascorbate and aldarate metabolism [PATH:ko00053]	GDP-L-galactose phosphorylase [EC:2.7.7.69]
K14191	Other	Other
K14192	Other	Other
K14194	Other	Other
K14195	Other	Other
K14201	Other	Other
K14205	Two-component system [PATH:ko02020]	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]
K14206	Other	Other
K14207	Other	Other
K14208	Other	Other
K14209	Autophagy - yeast [PATH:ko04138]	solute carrier family 36 (proton-coupled amino acid transporter)
K14210	Other	Other
K14211	Other	Other
K14213	Other	Other
K14215	Terpenoid backbone biosynthesis [PATH:ko00900]	"trans,polycis-decaprenyl diphosphate synthase [EC:2.5.1.86]"
K14244	Tetracycline biosynthesis [PATH:ko00253]	amidotransferase [EC:6.3.5.-]
K14249	Tetracycline biosynthesis [PATH:ko00253]	bifunctional cyclase/aromatase [EC:4.2.1.-]
K14250	Tetracycline biosynthesis [PATH:ko00253]	cyclase
K14251	Tetracycline biosynthesis [PATH:ko00253]	C-methyltransferase [EC:2.1.1.-]
K14252	Tetracycline biosynthesis [PATH:ko00253]	6-methylpretetramide 4-monooxygenase / 4-hydroxy-6-methylpretetramide 12a-monooxygenase [EC:1.14.13.232 1.14.13.233]
K14253	Tetracycline biosynthesis [PATH:ko00253]	6-methylpretetramide 4-monooxygenase [EC:1.14.13.232]
K14254	Tetracycline biosynthesis [PATH:ko00253]	aminotransferase
K14255	Tetracycline biosynthesis [PATH:ko00253]	4-amino-anhydrotetracycline N4-methyltransferase [EC:2.1.1.335]
K14256	Tetracycline biosynthesis [PATH:ko00253]	"anhydrotetracycline 6-monooxygenase / 5a,11a-dehydrotetracycline 5-monooxygenase [EC:1.14.13.38 1.14.13.234]"
K14257	Staurosporine biosynthesis [PATH:ko00404]	tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]
K14258	Other	Other
K14259	Pentose and glucuronate interconversions [PATH:ko00040]	2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]
K14260	Arginine biosynthesis [PATH:ko00220]	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K14261	Other	Other
K14262	Other	Other
K14264	Tryptophan metabolism [PATH:ko00380]	kynurenine aminotransferase [EC:2.6.1.7]
K14265	Tryptophan metabolism [PATH:ko00380]	tryptophan aminotransferase [EC:2.6.1.27]
K14266	Staurosporine biosynthesis [PATH:ko00404]	tryptophan 7-halogenase [EC:1.14.19.9]
K14267	Lysine biosynthesis [PATH:ko00300]	N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]
K14268	Lysine degradation [PATH:ko00310]	5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]
K14270	Other	Other
K14272	Arginine biosynthesis [PATH:ko00220]	glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]
K14273	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylose 1-dehydrogenase (NADP+) [EC:1.1.1.179]
K14274	Pentose and glucuronate interconversions [PATH:ko00040]	xylonolactonase [EC:3.1.1.-]
K14275	Pentose and glucuronate interconversions [PATH:ko00040]	D-xylonate dehydratase [EC:4.2.1.82]
K14281	Other	Other
K14282	Other	Other
K14283	RNA transport [PATH:ko03013]	transforming acidic coiled-coil-containing protein 3
K14284	Ribosome biogenesis in eukaryotes [PATH:ko03008]	nuclear RNA export factor
K14285	Ribosome biogenesis in eukaryotes [PATH:ko03008]	NTF2-related export protein 1/2
K14286	Glycerophospholipid metabolism [PATH:ko00564]	ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]
K14287	Other	Other
K14288	RNA transport [PATH:ko03013]	exportin-T
K14289	RNA transport [PATH:ko03013]	exportin-5
K14290	MAPK signaling pathway - fly [PATH:ko04013]	exportin-1
K14291	RNA transport [PATH:ko03013]	phosphorylated adapter RNA export protein
K14292	RNA transport [PATH:ko03013]	trimethylguanosine synthase [EC:2.1.1.-]
K14293	RNA transport [PATH:ko03013]	importin subunit beta-1
K14294	mRNA surveillance pathway [PATH:ko03015]	partner of Y14 and mago
K14295	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup50
K14296	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup153
K14297	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup98-Nup96
K14298	RNA transport [PATH:ko03013]	mRNA export factor
K14299	mTOR signaling pathway [PATH:ko04150]	nucleoporin SEH1
K14300	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup133
K14301	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup107
K14302	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup37
K14303	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup160
K14304	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup85
K14305	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup43
K14306	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup62
K14307	RNA transport [PATH:ko03013]	nucleoporin p58/p45
K14308	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup54
K14309	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup93
K14310	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup205
K14311	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup188
K14312	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup155
K14313	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup53
K14314	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup210
K14315	RNA transport [PATH:ko03013]	nucleoporin NDC1
K14316	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup121
K14317	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup214
K14318	RNA transport [PATH:ko03013]	nuclear pore complex protein Nup88
K14319	RNA transport [PATH:ko03013]	Ran GTPase-activating protein 1
K14320	RNA transport [PATH:ko03013]	aladin
K14321	RNA transport [PATH:ko03013]	nucleoporin-like protein 2
K14323	mRNA surveillance pathway [PATH:ko03015]	protein CASC3
K14324	mRNA surveillance pathway [PATH:ko03015]	histone deacetylase complex subunit SAP18
K14325	mRNA surveillance pathway [PATH:ko03015]	RNA-binding protein with serine-rich domain 1
K14326	mRNA surveillance pathway [PATH:ko03015]	regulator of nonsense transcripts 1 [EC:3.6.4.-]
K14327	mRNA surveillance pathway [PATH:ko03015]	regulator of nonsense transcripts 2
K14328	mRNA surveillance pathway [PATH:ko03015]	regulator of nonsense transcripts 3
K14330	Other	Other
K14331	Other	Other
K14332	Photosynthesis [PATH:ko00195]	photosystem I subunit PsaO
K14333	Aminobenzoate degradation [PATH:ko00627]	"2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"
K14334	Benzoate degradation [PATH:ko00362]	"carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]"
K14335	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	"alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
K14336	Other	Other
K14337	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	"alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
K14338	Aminobenzoate degradation [PATH:ko00627]	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
K14339	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	"alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
K14340	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	mannosyltransferase [EC:2.4.1.-]
K14343	Other	Other
K14347	Other	Other
K14348	Other	Other
K14352	Other	Other
K14353	Other	Other
K14356	Other	Other
K14358	Other	Other
K14359	Other	Other
K14360	Other	Other
K14366	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	6-deoxyerythronolide B hydroxylase [EC:1.14.15.35]
K14368	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	3-alpha-mycarosylerythronolide B desosaminyl transferase [EC:2.4.1.278]
K14369	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	erythromycin 3''-O-methyltransferase [EC:2.1.1.254]
K14370	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	erythromycin 12 hydroxylase [EC:1.14.13.154]
K14371	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	type I polyketide synthase AVES
K14373	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	C-5 ketoreductase
K14374	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	avermectin B 5-O-methyltransferase [EC:2.1.1.-]
K14375	"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]"	dTDP-L-oleandrosyltransferase [EC:2.4.1.-]
K14376	mRNA surveillance pathway [PATH:ko03015]	poly(A) polymerase [EC:2.7.7.19]
K14379	Lysosome [PATH:ko04142]	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14380	Other	Other
K14383	Other	Other
K14385	Other	Other
K14386	Other	Other
K14387	Other	Other
K14388	Other	Other
K14389	Other	Other
K14391	Other	Other
K14392	Other	Other
K14393	Other	Other
K14394	Riboflavin metabolism [PATH:ko00740]	low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
K14395	Other	Other
K14396	mRNA surveillance pathway [PATH:ko03015]	polyadenylate-binding protein 2
K14397	mRNA surveillance pathway [PATH:ko03015]	cleavage and polyadenylation specificity factor subunit 5
K14398	mRNA surveillance pathway [PATH:ko03015]	cleavage and polyadenylation specificity factor subunit 6/7
K14399	mRNA surveillance pathway [PATH:ko03015]	polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]
K14400	mRNA surveillance pathway [PATH:ko03015]	pre-mRNA cleavage complex 2 protein Pcf11
K14401	mRNA surveillance pathway [PATH:ko03015]	cleavage and polyadenylation specificity factor subunit 1
K14402	mRNA surveillance pathway [PATH:ko03015]	cleavage and polyadenylation specificity factor subunit 2
K14403	mRNA surveillance pathway [PATH:ko03015]	cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-]
K14404	mRNA surveillance pathway [PATH:ko03015]	cleavage and polyadenylation specificity factor subunit 4
K14405	mRNA surveillance pathway [PATH:ko03015]	pre-mRNA 3'-end-processing factor FIP1
K14406	mRNA surveillance pathway [PATH:ko03015]	cleavage stimulation factor subunit 1
K14407	mRNA surveillance pathway [PATH:ko03015]	cleavage stimulation factor subunit 2
K14408	mRNA surveillance pathway [PATH:ko03015]	cleavage stimulation factor subunit 3
K14409	mRNA surveillance pathway [PATH:ko03015]	protein SMG7
K14410	Lysosome [PATH:ko04142]	lysosomal acid phosphatase [EC:3.1.3.2]
K14411	mRNA surveillance pathway [PATH:ko03015]	RNA-binding protein Musashi
K14412	Various types of N-glycan biosynthesis [PATH:ko00513]	"alpha-1,4-fucosyltransferase [EC:2.4.1.65]"
K14413	Various types of N-glycan biosynthesis [PATH:ko00513]	"beta-1,3-galactosyltransferase [EC:2.4.1.-]"
K14414	Other	Other
K14415	Other	Other
K14416	mRNA surveillance pathway [PATH:ko03015]	elongation factor 1 alpha-like protein
K14417	Fluorobenzoate degradation [PATH:ko00364]	4-chlorobenzoate-CoA ligase [EC:6.2.1.33]
K14418	Fluorobenzoate degradation [PATH:ko00364]	4-chlorobenzoyl-CoA dehalogenase [EC:3.8.1.7]
K14419	Chloroalkane and chloroalkene degradation [PATH:ko00625]	alpha-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14420	Chloroalkane and chloroalkene degradation [PATH:ko00625]	beta-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14421	Chloroalkane and chloroalkene degradation [PATH:ko00625]	cis-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14422	Chloroalkane and chloroalkene degradation [PATH:ko00625]	malonate semialdehyde decarboxylase [EC:4.1.1.-]
